0.044290405	0.05762966	0.004959061	-0.067598075	0.09148427	-0.035932776	-0.016630614	-0.004277535	-0.029316725	-0.031055227	-0.0057967235	-0.012702784	0.04989063	0.0210404	0.024105096	0.0071805688
-0.016371192	0.010192101	-0.04045305	-0.09165273	0.10019486	0.031149456	-0.017855475	-0.0018817667	-0.0685925	-0.018695515	-0.00795245	0.07568638	0.030384496	0.03709503	0.04439345	0.04492844
-0.017501958	0.012150253	-0.06447854	0.0073132776	0.03273139	0.039813004	0.02767875	0.026461309	-0.12538986	-0.07934649	0.026427299	-0.009090612	0.03802131	0.019051557	0.08659788	0.07429185
0.020554489	-0.008059016	0.021391964	-0.11268768	0.06576691	0.01292721	-0.034826063	0.011280972	-0.059538808	-0.035127513	-0.06488542	0.018431876	0.019638503	-0.018879289	0.064955674	0.027697751
-0.016215265	-0.02097578	0.0064748386	-0.025129119	0.008017659	-7.6661745e-05	-0.0018508749	-0.019997925	-0.062806	-0.0035365203	0.02946613	0.010327914	0.012395465	0.018378118	0.09431159	-0.019855896
-0.015098266	0.01688046	-0.020539097	0.0027302513	0.07947706	-0.008698135	0.036054157	-0.020677501	-0.104750864	0.03142938	-0.050905135	0.095720604	0.022753162	-0.020332132	0.07198647	0.012005876
0.00638523	0.07794656	-0.036363713	-0.03399735	0.09988197	-0.020396767	-0.08340473	0.032094326	-0.12976636	-0.036282174	-0.0045510773	-0.0028469684	-0.0009934969	0.097378194	0.050158873	0.02504676
0.028691685	0.05886372	0.034569737	-0.00017328907	0.103970446	-0.004657737	-0.013806308	0.007153907	-0.035801064	-0.057249848	-0.061044563	0.041692078	-0.040121686	-0.011329137	0.08727284	0.012441709
0.027669476	0.010846706	-0.029129913	-0.021962088	0.076036215	-0.004100326	0.022261856	-0.009632014	-0.06472106	-0.028518913	-0.03131707	0.052411884	0.083469935	-0.00956679	-0.04467119	0.010107749
0.04720018	-0.009302349	-0.060947184	-0.027808396	0.10315573	0.044279337	0.022952138	0.013419491	-0.052007724	-0.023770789	-0.017372293	-0.04467927	-0.04404311	-0.0047192057	0.048483364	0.03708098
0.0072052144	0.005774942	-0.04681737	-0.0630934	0.053346567	-0.01632548	0.0007161821	0.022877619	-0.030818576	0.009316503	0.086348385	0.010696128	-0.03195662	0.022354903	0.039000753	0.019780204
0.020357426	0.03930964	-0.085362665	-0.074717395	0.100703835	0.0023922452	-0.020068694	-0.0003433337	-0.062475774	-0.026426775	-0.0027632075	0.09139874	0.01288012	0.0012038508	-0.002087157	-0.030329902
